year,lad_code,lad_name,region,nation,median_gross_annual_earnings
2019,E06000036,Bracknell Forest,South East,E,30092.0
2020,E06000036,Bracknell Forest,South East,E,30995.0
2021,E06000036,Bracknell Forest,South East,E,31925.0
2022,E06000036,Bracknell Forest,South East,E,32882.0
2023,E06000036,Bracknell Forest,South East,E,33869.0
2024,E06000036,Bracknell Forest,South East,E,34885.0
2010,E06000037,West Berkshire,South East,E,26016.0
2011,E06000037,West Berkshire,South East,E,26744.0
2012,E06000037,West Berkshire,South East,E,27493.0
2013,E06000037,West Berkshire,South East,E,28263.0
2014,E06000037,West Berkshire,South East,E,29054.0
2015,E06000037,West Berkshire,South East,E,29868.0
2016,E06000037,West Berkshire,South East,E,30764.0
2017,E06000037,West Berkshire,South East,E,31687.0
2018,E06000037,West Berkshire,South East,E,32637.0
2019,E06000037,West Berkshire,South East,E,33617.0
2020,E06000037,West Berkshire,South East,E,34625.0
2021,E06000037,West Berkshire,South East,E,35664.0
2022,E06000037,West Berkshire,South East,E,36734.0
2023,E06000037,West Berkshire,South East,E,37836.0
2024,E06000037,West Berkshire,South East,E,38971.0
2010,E06000038,Reading,South East,E,26938.0
2011,E06000038,Reading,South East,E,27693.0
2012,E06000038,Reading,South East,E,28468.0
2013,E06000038,Reading,South East,E,29265.0
2014,E06000038,Reading,South East,E,30085.0
2015,E06000038,Reading,South East,E,30927.0
2016,E06000038,Reading,South East,E,31855.0
2017,E06000038,Reading,South East,E,32811.0
2018,E06000038,Reading,South East,E,33795.0
2019,E06000038,Reading,South East,E,34809.0
2020,E06000038,Reading,South East,E,35853.0
2021,E06000038,Reading,South East,E,36929.0
2022,E06000038,Reading,South East,E,38037.0
2023,E06000038,Reading,South East,E,39178.0
2024,E06000038,Reading,South East,E,40353.0
2010,E06000039,Slough,South East,E,27655.0
2011,E06000039,Slough,South East,E,28430.0
2012,E06000039,Slough,South East,E,29226.0
2013,E06000039,Slough,South East,E,30044.0
2014,E06000039,Slough,South East,E,30885.0
2015,E06000039,Slough,South East,E,31750.0
2016,E06000039,Slough,South East,E,32703.0
2017,E06000039,Slough,South East,E,33684.0
2018,E06000039,Slough,South East,E,34694.0
2019,E06000039,Slough,South East,E,35735.0
2020,E06000039,Slough,South East,E,36807.0
2021,E06000039,Slough,South East,E,37912.0
2022,E06000039,Slough,South East,E,39049.0
2023,E06000039,Slough,South East,E,40220.0
2024,E06000039,Slough,South East,E,41427.0
2010,E06000040,Windsor and Maidenhead,South East,E,29916.0
2011,E06000040,Windsor and Maidenhead,South East,E,30753.0
2012,E06000040,Windsor and Maidenhead,South East,E,31614.0
2013,E06000040,Windsor and Maidenhead,South East,E,32500.0
2014,E06000040,Windsor and Maidenhead,South East,E,33410.0
2015,E06000040,Windsor and Maidenhead,South East,E,34345.0
2016,E06000040,Windsor and Maidenhead,South East,E,35375.0
2017,E06000040,Windsor and Maidenhead,South East,E,36436.0
2018,E06000040,Windsor and Maidenhead,South East,E,37529.0
2019,E06000040,Windsor and Maidenhead,South East,E,38655.0
2020,E06000040,Windsor and Maidenhead,South East,E,39815.0
2021,E06000040,Windsor and Maidenhead,South East,E,41009.0
2022,E06000040,Windsor and Maidenhead,South East,E,42239.0
2023,E06000040,Windsor and Maidenhead,South East,E,43507.0
2024,E06000040,Windsor and Maidenhead,South East,E,44812.0
2010,E06000041,Wokingham,South East,E,29613.0
2011,E06000041,Wokingham,South East,E,30443.0
2012,E06000041,Wokingham,South East,E,31295.0
2013,E06000041,Wokingham,South East,E,32171.0
2014,E06000041,Wokingham,South East,E,33072.0
2015,E06000041,Wokingham,South East,E,33998.0
2016,E06000041,Wokingham,South East,E,35018.0
2017,E06000041,Wokingham,South East,E,36069.0
2018,E06000041,Wokingham,South East,E,37151.0
2019,E06000041,Wokingham,South East,E,38265.0
2020,E06000041,Wokingham,South East,E,39413.0
2021,E06000041,Wokingham,South East,E,40596.0
2022,E06000041,Wokingham,South East,E,41814.0
2023,E06000041,Wokingham,South East,E,43068.0
2024,E06000041,Wokingham,South East,E,44360.0
2010,E06000042,Milton Keynes,South East,E,22633.0
2011,E06000042,Milton Keynes,South East,E,23267.0
2012,E06000042,Milton Keynes,South East,E,23918.0
2013,E06000042,Milton Keynes,South East,E,24588.0
2014,E06000042,Milton Keynes,South East,E,25276.0
2015,E06000042,Milton Keynes,South East,E,25984.0
2016,E06000042,Milton Keynes,South East,E,26763.0
2017,E06000042,Milton Keynes,South East,E,27566.0
2018,E06000042,Milton Keynes,South East,E,28393.0
2019,E06000042,Milton Keynes,South East,E,29245.0
2020,E06000042,Milton Keynes,South East,E,30122.0
2021,E06000042,Milton Keynes,South East,E,31026.0
2022,E06000042,Milton Keynes,South East,E,31957.0
2023,E06000042,Milton Keynes,South East,E,32916.0
2024,E06000042,Milton Keynes,South East,E,33903.0
2010,E06000043,Brighton and Hove,South East,E,23135.0
2011,E06000043,Brighton and Hove,South East,E,23783.0
2012,E06000043,Brighton and Hove,South East,E,24449.0
2013,E06000043,Brighton and Hove,South East,E,25134.0
2014,E06000043,Brighton and Hove,South East,E,25838.0
2015,E06000043,Brighton and Hove,South East,E,26561.0
2016,E06000043,Brighton and Hove,South East,E,27358.0
2017,E06000043,Brighton and Hove,South East,E,28179.0
2018,E06000043,Brighton and Hove,South East,E,29024.0
2019,E06000043,Brighton and Hove,South East,E,29895.0
2020,E06000043,Brighton and Hove,South East,E,30792.0
2021,E06000043,Brighton and Hove,South East,E,31716.0
2022,E06000043,Brighton and Hove,South East,E,32667.0
2023,E06000043,Brighton and Hove,South East,E,33647.0
2024,E06000043,Brighton and Hove,South East,E,34656.0
2010,E06000044,Portsmouth,South East,E,26042.0
2011,E06000044,Portsmouth,South East,E,26771.0
2012,E06000044,Portsmouth,South East,E,27521.0
2013,E06000044,Portsmouth,South East,E,28291.0
2014,E06000044,Portsmouth,South East,E,29084.0
2015,E06000044,Portsmouth,South East,E,29898.0
2016,E06000044,Portsmouth,South East,E,30795.0
2017,E06000044,Portsmouth,South East,E,31719.0
2018,E06000044,Portsmouth,South East,E,32671.0
2019,E06000044,Portsmouth,South East,E,33651.0
2020,E06000044,Portsmouth,South East,E,34660.0
2021,E06000044,Portsmouth,South East,E,35700.0
2022,E06000044,Portsmouth,South East,E,36771.0
2023,E06000044,Portsmouth,South East,E,37874.0
2024,E06000044,Portsmouth,South East,E,39010.0
2010,E06000045,Southampton,South East,E,25747.0
2011,E06000045,Southampton,South East,E,26468.0
2012,E06000045,Southampton,South East,E,27209.0
2013,E06000045,Southampton,South East,E,27971.0
2014,E06000045,Southampton,South East,E,28754.0
2015,E06000045,Southampton,South East,E,29559.0
2016,E06000045,Southampton,South East,E,30445.0
2017,E06000045,Southampton,South East,E,31359.0
2018,E06000045,Southampton,South East,E,32299.0
2019,E06000045,Southampton,South East,E,33268.0
2020,E06000045,Southampton,South East,E,34266.0
2021,E06000045,Southampton,South East,E,35294.0
2022,E06000045,Southampton,South East,E,36353.0
2023,E06000045,Southampton,South East,E,37444.0
2024,E06000045,Southampton,South East,E,38567.0
2010,E06000046,Isle of Wight,South East,E,26454.0
2011,E06000046,Isle of Wight,South East,E,27195.0
2012,E06000046,Isle of Wight,South East,E,27956.0
2013,E06000046,Isle of Wight,South East,E,28739.0
2014,E06000046,Isle of Wight,South East,E,29544.0
2015,E06000046,Isle of Wight,South East,E,30371.0
2016,E06000046,Isle of Wight,South East,E,31282.0
2017,E06000046,Isle of Wight,South East,E,32220.0
2018,E06000046,Isle of Wight,South East,E,33187.0
2019,E06000046,Isle of Wight,South East,E,34182.0
2020,E06000046,Isle of Wight,South East,E,35208.0
2021,E06000046,Isle of Wight,South East,E,36264.0
2022,E06000046,Isle of Wight,South East,E,37352.0
2023,E06000046,Isle of Wight,South East,E,38473.0
2024,E06000046,Isle of Wight,South East,E,39627.0
2010,E06000047,County Durham,North East,E,22659.0
2011,E06000047,County Durham,North East,E,23293.0
2012,E06000047,County Durham,North East,E,23946.0
2013,E06000047,County Durham,North East,E,24616.0
2014,E06000047,County Durham,North East,E,25305.0
2015,E06000047,County Durham,North East,E,26014.0
2016,E06000047,County Durham,North East,E,26794.0
2017,E06000047,County Durham,North East,E,27598.0
2018,E06000047,County Durham,North East,E,28426.0
2019,E06000047,County Durham,North East,E,29279.0
2020,E06000047,County Durham,North East,E,30157.0
2021,E06000047,County Durham,North East,E,31062.0
2022,E06000047,County Durham,North East,E,31994.0
2023,E06000047,County Durham,North East,E,32954.0
2024,E06000047,County Durham,North East,E,33942.0
2010,E06000051,Shropshire,West Midlands,E,24895.0
2011,E06000051,Shropshire,West Midlands,E,25592.0
2012,E06000051,Shropshire,West Midlands,E,26309.0
2013,E06000051,Shropshire,West Midlands,E,27045.0
2014,E06000051,Shropshire,West Midlands,E,27803.0
2015,E06000051,Shropshire,West Midlands,E,28581.0
2016,E06000051,Shropshire,West Midlands,E,29439.0
2017,E06000051,Shropshire,West Midlands,E,30322.0
2018,E06000051,Shropshire,West Midlands,E,31231.0
2019,E06000051,Shropshire,West Midlands,E,32168.0
2020,E06000051,Shropshire,West Midlands,E,33133.0
2021,E06000051,Shropshire,West Midlands,E,34127.0
2022,E06000051,Shropshire,West Midlands,E,35151.0
2023,E06000051,Shropshire,West Midlands,E,36206.0
2024,E06000051,Shropshire,West Midlands,E,37292.0
2010,E06000052,Cornwall,South West,E,20549.0
2011,E06000052,Cornwall,South West,E,21124.0
2012,E06000052,Cornwall,South West,E,21715.0
2013,E06000052,Cornwall,South West,E,22323.0
2014,E06000052,Cornwall,South West,E,22948.0
2015,E06000052,Cornwall,South West,E,23591.0
2016,E06000052,Cornwall,South West,E,24299.0
2017,E06000052,Cornwall,South West,E,25028.0
2018,E06000052,Cornwall,South West,E,25779.0
2019,E06000052,Cornwall,South West,E,26552.0
2020,E06000052,Cornwall,South West,E,27349.0
2021,E06000052,Cornwall,South West,E,28169.0
2022,E06000052,Cornwall,South West,E,29014.0
2023,E06000052,Cornwall,South West,E,29885.0
2024,E06000052,Cornwall,South West,E,30781.0
2010,E06000053,Isles of Scilly,South West,E,21870.0
2011,E06000053,Isles of Scilly,South West,E,22482.0
2012,E06000053,Isles of Scilly,South West,E,23112.0
2013,E06000053,Isles of Scilly,South West,E,23759.0
2014,E06000053,Isles of Scilly,South West,E,24424.0
2015,E06000053,Isles of Scilly,South West,E,25108.0
2016,E06000053,Isles of Scilly,South West,E,25861.0
2017,E06000053,Isles of Scilly,South West,E,26637.0
2018,E06000053,Isles of Scilly,South West,E,27436.0
2019,E06000053,Isles of Scilly,South West,E,28259.0
2020,E06000053,Isles of Scilly,South West,E,29107.0
2021,E06000053,Isles of Scilly,South West,E,29980.0
2022,E06000053,Isles of Scilly,South West,E,30879.0
2023,E06000053,Isles of Scilly,South West,E,31806.0
2024,E06000053,Isles of Scilly,South West,E,32760.0
2010,E06000054,Wiltshire,South West,E,20159.0
2011,E06000054,Wiltshire,South West,E,20724.0
2012,E06000054,Wiltshire,South West,E,21304.0
2013,E06000054,Wiltshire,South West,E,21900.0
2014,E06000054,Wiltshire,South West,E,22514.0
2015,E06000054,Wiltshire,South West,E,23144.0
2016,E06000054,Wiltshire,South West,E,23838.0
2017,E06000054,Wiltshire,South West,E,24553.0
2018,E06000054,Wiltshire,South West,E,25290.0
2019,E06000054,Wiltshire,South West,E,26049.0
2020,E06000054,Wiltshire,South West,E,26830.0
2021,E06000054,Wiltshire,South West,E,27635.0
2022,E06000054,Wiltshire,South West,E,28464.0
2023,E06000054,Wiltshire,South West,E,29318.0
2024,E06000054,Wiltshire,South West,E,30198.0
2010,E06000055,"Bournemouth, Christchurch and Poole",South West,E,20238.0
2011,E06000055,"Bournemouth, Christchurch and Poole",South West,E,20804.0
2012,E06000055,"Bournemouth, Christchurch and Poole",South West,E,21387.0
2013,E06000055,"Bournemouth, Christchurch and Poole",South West,E,21986.0
2014,E06000055,"Bournemouth, Christchurch and Poole",South West,E,22601.0
2015,E06000055,"Bournemouth, Christchurch and Poole",South West,E,23234.0
2016,E06000055,"Bournemouth, Christchurch and Poole",South West,E,23931.0
2017,E06000055,"Bournemouth, Christchurch and Poole",South West,E,24649.0
2018,E06000055,"Bournemouth, Christchurch and Poole",South West,E,25389.0
2019,E06000055,"Bournemouth, Christchurch and Poole",South West,E,26150.0
2020,E06000055,"Bournemouth, Christchurch and Poole",South West,E,26935.0
2021,E06000055,"Bournemouth, Christchurch and Poole",South West,E,27743.0
2022,E06000055,"Bournemouth, Christchurch and Poole",South West,E,28575.0
2023,E06000055,"Bournemouth, Christchurch and Poole",South West,E,29432.0
2024,E06000055,"Bournemouth, Christchurch and Poole",South West,E,30315.0
2010,E06000056,Dorset,South West,E,21771.0
2011,E06000056,Dorset,South West,E,22380.0
2012,E06000056,Dorset,South West,E,23007.0
2013,E06000056,Dorset,South West,E,23651.0
2014,E06000056,Dorset,South West,E,24313.0
2015,E06000056,Dorset,South West,E,24994.0
2016,E06000056,Dorset,South West,E,25744.0
2017,E06000056,Dorset,South West,E,26516.0
2018,E06000056,Dorset,South West,E,27312.0
2019,E06000056,Dorset,South West,E,28131.0
2020,E06000056,Dorset,South West,E,28975.0
2021,E06000056,Dorset,South West,E,29844.0
2022,E06000056,Dorset,South West,E,30740.0
2023,E06000056,Dorset,South West,E,31662.0
2024,E06000056,Dorset,South West,E,32612.0
2010,E06000057,Northumberland,North East,E,21507.0
2011,E06000057,Northumberland,North East,E,22109.0
2012,E06000057,Northumberland,North East,E,22728.0
2013,E06000057,Northumberland,North East,E,23364.0
2014,E06000057,Northumberland,North East,E,24018.0
2015,E06000057,Northumberland,North East,E,24691.0
2016,E06000057,Northumberland,North East,E,25432.0
2017,E06000057,Northumberland,North East,E,26195.0
2018,E06000057,Northumberland,North East,E,26981.0
2019,E06000057,Northumberland,North East,E,27790.0
2020,E06000057,Northumberland,North East,E,28624.0
2021,E06000057,Northumberland,North East,E,29482.0
2022,E06000057,Northumberland,North East,E,30367.0
2023,E06000057,Northumberland,North East,E,31278.0
2024,E06000057,Northumberland,North East,E,32216.0
2010,E06000058,Exeter,South West,E,23462.0
2011,E06000058,Exeter,South West,E,24119.0
2012,E06000058,Exeter,South West,E,24794.0
2013,E06000058,Exeter,South West,E,25489.0
2014,E06000058,Exeter,South West,E,26202.0
2015,E06000058,Exeter,South West,E,26936.0
2016,E06000058,Exeter,South West,E,27744.0
2017,E06000058,Exeter,South West,E,28576.0
2018,E06000058,Exeter,South West,E,29434.0
2019,E06000058,Exeter,South West,E,30317.0
2020,E06000058,Exeter,South West,E,31226.0
2021,E06000058,Exeter,South West,E,32163.0
2022,E06000058,Exeter,South West,E,33128.0
2023,E06000058,Exeter,South West,E,34122.0
2024,E06000058,Exeter,South West,E,35145.0
2010,E07000004,Aylesbury Vale,South East,E,24026.0
2011,E07000004,Aylesbury Vale,South East,E,24698.0
2012,E07000004,Aylesbury Vale,South East,E,25390.0
2013,E07000004,Aylesbury Vale,South East,E,26101.0
2014,E07000004,Aylesbury Vale,South East,E,26832.0
2015,E07000004,Aylesbury Vale,South East,E,27583.0
2016,E07000004,Aylesbury Vale,South East,E,28410.0
2017,E07000004,Aylesbury Vale,South East,E,29263.0
2018,E07000004,Aylesbury Vale,South East,E,30141.0
2019,E07000004,Aylesbury Vale,South East,E,31045.0
2020,E07000004,Aylesbury Vale,South East,E,31976.0
2021,E07000004,Aylesbury Vale,South East,E,32935.0
2022,E07000004,Aylesbury Vale,South East,E,33923.0
2023,E07000004,Aylesbury Vale,South East,E,34941.0
2024,E07000004,Aylesbury Vale,South East,E,35989.0
2010,E07000005,Chiltern,South East,E,22751.0
2011,E07000005,Chiltern,South East,E,23388.0
2012,E07000005,Chiltern,South East,E,24043.0
2013,E07000005,Chiltern,South East,E,24716.0
2014,E07000005,Chiltern,South East,E,25409.0
2015,E07000005,Chiltern,South East,E,26120.0
2016,E07000005,Chiltern,South East,E,26904.0
2017,E07000005,Chiltern,South East,E,27711.0
2018,E07000005,Chiltern,South East,E,28542.0
2019,E07000005,Chiltern,South East,E,29398.0
2020,E07000005,Chiltern,South East,E,30280.0
2021,E07000005,Chiltern,South East,E,31189.0
2022,E07000005,Chiltern,South East,E,32124.0
2023,E07000005,Chiltern,South East,E,33088.0
2024,E07000005,Chiltern,South East,E,34081.0
2010,E07000006,South Bucks,South East,E,23210.0
2011,E07000006,South Bucks,South East,E,23860.0
2012,E07000006,South Bucks,South East,E,24528.0
2013,E07000006,South Bucks,South East,E,25215.0
2014,E07000006,South Bucks,South East,E,25921.0
2015,E07000006,South Bucks,South East,E,26647.0
2016,E07000006,South Bucks,South East,E,27447.0
2017,E07000006,South Bucks,South East,E,28270.0
2018,E07000006,South Bucks,South East,E,29118.0
2019,E07000006,South Bucks,South East,E,29992.0
2020,E07000006,South Bucks,South East,E,30892.0
2021,E07000006,South Bucks,South East,E,31818.0
2022,E07000006,South Bucks,South East,E,32773.0
2023,E07000006,South Bucks,South East,E,33756.0
2024,E07000006,South Bucks,South East,E,34769.0
2010,E07000007,Wycombe,South East,E,28105.0
2011,E07000007,Wycombe,South East,E,28892.0
2012,E07000007,Wycombe,South East,E,29701.0
2013,E07000007,Wycombe,South East,E,30532.0
2014,E07000007,Wycombe,South East,E,31387.0
2015,E07000007,Wycombe,South East,E,32266.0
2016,E07000007,Wycombe,South East,E,33234.0
2017,E07000007,Wycombe,South East,E,34231.0
2018,E07000007,Wycombe,South East,E,35258.0
2019,E07000007,Wycombe,South East,E,36316.0
2020,E07000007,Wycombe,South East,E,37406.0
2021,E07000007,Wycombe,South East,E,38528.0
2022,E07000007,Wycombe,South East,E,39684.0
2023,E07000007,Wycombe,South East,E,40874.0
2024,E07000007,Wycombe,South East,E,42100.0
2010,E07000008,Cambridge,East of England,E,27182.0
2011,E07000008,Cambridge,East of England,E,27943.0
2012,E07000008,Cambridge,East of England,E,28726.0
2013,E07000008,Cambridge,East of England,E,29530.0
2014,E07000008,Cambridge,East of England,E,30357.0
2015,E07000008,Cambridge,East of England,E,31207.0
2016,E07000008,Cambridge,East of England,E,32143.0
2017,E07000008,Cambridge,East of England,E,33108.0
